google_address,google_place_id,google_latitude,google_longitude,google_rating,google_primary_type,google_open_now,google_monday_hours,google_tuesday_hours,google_wednesday_hours,google_thursday_hours,google_friday_hours,google_saturday_hours,google_sunday_hours,x,y,feature_x,feature_y,nearest_x,nearest_y
"31 Martin Hammerschlag Way, Foreshore, Cape Town, 8001, South Africa",ChIJg96taYldzB0Rp2KLRdwy76g,-33.9203755,18.4318933,,point_of_interest,,,,,,,,,2051799.40436379,-4018196.34842623,18.4318933,-33.9203755,18.4317912534198,-33.920268748408
"13th Floor, Norton Rose House, 8 Riebeek St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJe2Cz-opnzB0RHcQY9HuW6cE,-33.9201369,18.423942,,finance,1,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,2050943.27891761,-4018094.93118202,18.423942,-33.9201369,18.4239825323239,-33.9201802640305
"Floor 10 Southern Life Ctr, 8 Riebeeck St, Central, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJ5eXyZWFnzB0RWdNILex0A0Q,-33.92018,18.42361,5,,,,,,,,,,2050881.48498879,-4018086.58409411,18.42361,-33.92018,18.4235374358512,-33.9202770243292
"1 St Georges Mall, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJVYjUGoNnzB0RzH4hDONU41o,-33.9203227,18.4241834,,clothing_store,1,9:00 AM – 7:00 PM,9:00 AM – 7:00 PM,9:00 AM – 7:00 PM,9:00 AM – 7:00 PM,9:00 AM – 7:00 PM,9:00 AM – 7:00 PM,9:00 AM – 12:00 PM,2050943.27891761,-4018094.93118202,18.4241834,-33.9203227,18.4240186823188,-33.9201464746599
"4 St Georges Mall, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJL-IWZWFnzB0RKMdDXiXVoeU,-33.9202339,18.4237871,,point_of_interest,,,,,,,,,2050943.27891761,-4018094.93118202,18.4237871,-33.9202339,18.4238514703996,-33.9203027675039
"Fountains, 1 St Georges Mall, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJW6d9NnJnzB0RGbf03MQIAak,-33.9203227,18.4241834,5,beauty_salon,1,10:00 AM – 8:30 PM,10:00 AM – 8:30 PM,10:00 AM – 8:30 PM,10:00 AM – 8:30 PM,10:00 AM – 8:30 PM,10:00 AM – 8:30 PM,3:00 PM – 8:30 AM,2050943.27891761,-4018094.93118202,18.4241834,-33.9203227,18.4240186823188,-33.9201464746599
"Shop 2 Ground Floor, ABSA Centre, 1 St Georges Mall, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJrZT1FpNnzB0R0Qc0zx_DxFc,-33.9203227,18.4241834,4.4,beauty_salon,1,9:00 AM – 6:30 PM,9:00 AM – 6:30 PM,9:00 AM – 6:30 PM,9:00 AM – 6:30 PM,9:00 AM – 6:30 PM,9:00 AM – 6:30 PM,9:00 AM – 2:30 PM,2050943.27891761,-4018094.93118202,18.4241834,-33.9203227,18.4240186823188,-33.9201464746599
"Thibault House, 4 St Georges Mall, CBD, Cape Town, 8000, South Africa",ChIJZ0OaRulnzB0RjtcolOPg13g,-33.9201253,18.4238677,,restaurant,,,,,,,,,2050943.27891761,-4018094.93118202,18.4238677,-33.9201253,18.4239486641713,-33.920211920565
"4 St Georges Mall, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJyb6oVgBnzB0RICq0do9pulA,-33.9201252,18.423867,,supermarket,1,8:30 AM – 8:30 PM,8:30 AM – 8:30 PM,8:30 AM – 8:30 PM,8:30 AM – 8:30 PM,8:30 AM – 8:30 PM,8:30 AM – 8:30 PM,8:30 AM – 8:30 PM,2050943.27891761,-4018094.93118202,18.423867,-33.9201252,18.4239483404577,-33.9202122231399
"ABSA Building, Adderley St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJczV-5mNnzB0RKJpzns6GpbI,-33.9204007,18.4242979,3,bank,,,,,,,,,2050955.7881183,-4018151.68671467,18.4242979,-33.9204007,18.4240904861809,-33.9206768718665
"2 Adderley St, Cape Town City Centre, Prince Albert, 6930, South Africa",ChIJm4C91pBnzB0RLtp80rTBThA,-33.9200715,18.4246491,,corporate_office,,,,,,,,,2051041.45669404,-4018123.29309569,18.4246491,-33.9200715,18.4249104253154,-33.9203476840743
"4 Adderley St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJ58OleGFnzB0RZNSd8D-2I3M,-33.92028,18.42461,,health,,,,,,,,,2051041.45669404,-4018123.29309569,18.42461,-33.92028,18.4247857044801,-33.9204656949034
"4 Adderley St, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJDZyCeGFnzB0RZY4HwIAYqM4,-33.9201913,18.4246361,,point_of_interest,,,,,,,,,2051041.45669404,-4018123.29309569,18.4246361,-33.9201913,18.4248437576997,-33.9204107649587
"Heerengracht Street, The Towers, Hertzog Blvd, Foreshore, Cape Town, 8001, South Africa",ChIJNZiFP0GYhG8RhFjph7uFEeM,-33.9200686,18.4273889,5,,1,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 5:00 PM,8:00 AM – 2:30 PM,Closed,2051249.157341,-4018064.17700124,18.4273889,-33.9200686,18.4271798562462,-33.9203550183723
"31 Martin Hammerschlag Way, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJg96taYldzB0RFuYE4TKmruY,-33.9203755,18.4318933,4,bar,,,,,,,,,2051799.40436379,-4018196.34842623,18.4318933,-33.9203755,18.4317912534198,-33.920268748408
"17th Floor, Norton Rose House, 8 Riebeek St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJ2ZrUbmFnzB0RnRD5gGq0z80,-33.9199705,18.4235332,,,,,,,,,,,2050881.48498879,-4018086.58409411,18.4235332,-33.9199705,18.4233877039492,-33.9201650403751
"7th Floor, Norton Rose House, 8 Riebeek St, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJdzw5H9BnzB0Ro3GdP-5V8vg,-33.9199106,18.4234603,1.3,health,,,,,,,,,2050881.48498879,-4018086.58409411,18.4234603,-33.9199106,18.4233122243797,-33.920108589475
"Unit 3, Singatha Park, Ossie Urban Rd, Tamsui Industria, George, 6530, South Africa",ChIJm66bcGFnzB0RygFSshoGbvY,-33.920034,18.424141,,point_of_interest,,,,,,,,,2050943.27891761,-4018094.93118202,18.424141,-33.920034,18.4241403967328,-33.9200333537884
"2 St Georges Mall, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJh1Q6QmVnzB0RpXiYN5Ndz7Y,-33.9200049,18.4242636,4,hotel,,,,,,,,,2050993.25911077,-4018009.66495209,18.4242636,-33.9200049,18.4242152664318,-33.9199573906024
"1 St Georges Mall, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJYXWOrv9nzB0RyCyyjHqD_Yo,-33.9201731,18.4242501,,hotel,,,,,,,,,2050943.27891761,-4018094.93118202,18.4242501,-33.9201731,18.4241293061852,-33.9200437073062
"1 St Georges Mall, Cape Town City Centre, Cape Town, 8000, South Africa",ChIJuwXre2FnzB0RJhb_0Acmlo0,-33.9201731,18.4242501,5,cafe,,,,,,,,,2050943.27891761,-4018094.93118202,18.4242501,-33.9201731,18.4241293061852,-33.9200437073062
"Tulbagh Square, Foreshore, Cape Town, 7405, South Africa",ChIJJ7f5-2FnzB0Rxz0E8hLdC8Q,-33.91989,18.42722,3.5,hotel,,,,,,,,,2051249.157341,-4018064.17700124,18.42722,-33.91989,18.4269846096679,-33.9202125167676
"Cnr. Lang & Hans Strijdom Ave, Central, Cape Town City Centre, Cape Town, 8001, South Africa",ChIJwWPpbmFnzB0RWEjVfjJk0aA,-33.919912,18.423633,,government_office,,,,,,,,,2050881.48498879,-4018086.58409411,18.423633,-33.919912,18.4234236471903,-33.9201919221966
